Series Name,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Primary education, pupils",Malaysia,..,..,..,..,..,..,..,..,..,..,1684263,..,..,..,..,1893323,..,1929914,1968304,1986141,2008973,2034256,2072393,2120050,2148748,2199096,..,2274453,2338418,2397816,2455525,2540623,2626297,2693632,2744993,2799744,2856613,..,2887753,2911773,3025977,3033019,3009009,3056266,3159376,3202008,3217329,3221408,3225487,3229566,3233645,3237724,3241803,3245882,3178364,3107870,3101007,3084630,3068441,3066391,3081723,3087886,3024466
"Primary education, pupils",Maldives,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30621,..,34090,..,..,..,39775,..,..,..,..,..,45333,48321,50915,50733,51220,50230,73519,74050,73522,71054,68242,66169,63300,57873,54770,50270,47082,44675,41955,40201,38638,38183,39570,42137,43733,45326,47236,49373,51180,..,..
"Primary education, pupils",Mali,..,..,..,..,..,..,..,..,..,..,..,203703,217070,224699,236622,240521,252393,265496,280459,293227,298697,291159,291546,296301,293050,294153,292395,298913,307587,365158,377372,395334,430636,494581,557084,612469,683163,778450,862874,958935,1016575,1127360,1227267,1294672,1396791,1505903,1609979,1716956,1823037,1926242,2018551,2114844,2113857,2068714,2181617,2227082,2356420,2538502,2477081,..,2734067,2742648,..
"Primary education, pupils",Malta,..,..,..,..,..,..,..,..,..,..,..,40021,37447,34644,32569,30322,29834,30863,31363,32218,32448,33063,33187,33208,33987,35411,36240,36322,36564,36726,37016,36899,35626,35488,35366,35051,35273,35374,35261,34914,34261,33530,32717,31710,31064,29596,28922,27805,26772,24674,24985,24075,23567,23655,24072,24624,25177,25796,26532,26788,27035,26941,..
"Primary education, pupils",Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8209,..,..,8757,7602,8250,8055,8270,8215,8342,8398,..,8546,..,..,..,8236,7941,..,..,7234,6726,6452,6095
"Primary education, pupils",Mauritania,..,..,..,..,..,..,..,..,..,..,..,31945,34928,40270,42153,44786,50465,64611,72954,82408,85151,90530,101952,107390,119337,126866,140871,150605,157341,158800,155116,167229,188580,219258,248048,269173,289945,312671,330199,346222,355822,360677,375695,394401,434181,443615,465970,483776,473688,512998,531383,535976,553584,568953,592249,632761,601364,616647,655261,677458,654227,..,..
"Primary education, pupils",Mauritius,..,..,..,..,..,..,..,..,..,..,150402,152331,155624,154830,152417,150573,144325,140905,138318,130185,128758,135462,137004,138790,135391,140714,144697,144130,140135,137929,137491,135233,129738,125543,123167,122895,124589,127109,130505,133489,135237,134085,132432,129616,126226,123562,121387,119310,119022,117922,117432,116068,113634,109097,105447,101633,97300,92989,89642,85730,82514,84129,..
"Primary education, pupils",Mexico,..,..,..,..,..,..,..,..,..,..,..,9248290,9711496,10195167,10762665,10999713,11461415,12148221,12560035,13536265,14126414,14666257,14981028,15222916,15376153,15219245,15124160,14994642,14768008,14656357,14493763,14401588,14396993,14425669,14469450,14574202,14623438,14650521,14647797,14697915,14765603,14792528,14843381,14857191,14781327,14700005,14595195,14631498,14699146,14861232,14906476,14934663,14956982,14837204,14627368,14397928,14297027,14182288,14061377,14012770,13902903,13716407,..
"Primary education, pupils","Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..,..,22622,23096,24055,23605,23649,23321,24212,24331,24332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19105,18793,..,18512,..,..,..,..,..,14021,14312,13745,14173,13854,14086,13819,12805,12776,12640
"Primary education, pupils",Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,230624,..,..,..,..,248005,..,..,273426,285826,301653,306933,307604,307447,322612,320055,320725,..,262137,252193,235461,224495,212552,198911,184159,171024,160528,151736,145369,141197,138436,138095,138282,138420,138536,137845,139335,140141,139612,139179,137332,137942
"Primary education, pupils",Monaco,..,..,..,..,..,..,..,..,..,..,..,1486,1486,..,..,..,..,..,1558,..,..,..,..,1354,..,..,..,..,..,..,..,1773,1761,..,1815,1838,1893,1919,1956,2022,2008,1985,..,..,1831,..,..,..,1852,1837,1820,1760,1766,1753,1752,1959,2001,2018,2018,1989,1971,1932,1956
"Primary education, pupils",Mongolia,..,..,..,..,..,..,..,..,..,..,..,146014,153605,125200,127100,127986,129802,..,137121,138675,141306,145200,146500,150100,152700,153700,153100,155740,157800,162900,165400,166349,154588,138434,142132,158990,176036,234193,244815,251476,253441,250436,241258,238676,235730,251205,249622,239262,239663,252604,273966,265639,256584,245387,239289,251200,271680,288337,309347,327015,342634,356904,372471
"Primary education, pupils",Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37009,36793,37812,38740,39123,39580,37269,35264,38898,38362,..,..,37585,37869,38740,39288,39085,38822,38346,38161
"Primary education, pupils",Morocco,..,..,..,..,..,..,..,..,..,..,..,1175277,1231936,1275857,1337931,1413993,1547647,1667773,1793772,1925187,2051862,2172289,2309696,2442726,2474440,2278734,2279887,2227960,2176847,2110719,2163185,2483691,2578566,2727833,2873883,3006631,3101555,3160907,3254354,3461940,3669605,3842000,4029112,4101157,4070182,4022600,3943831,3939177,3878640,3850994,3945201,4001313,4016934,4021052,4030142,4039392,4101743,4210676,4322623,4432229,4535919,4552752,4675486
"Primary education, pupils",Mozambique,..,..,..,..,..,..,..,..,..,..,..,496910,449704,577997,..,672000,..,1276500,1363000,1426282,..,1387192,1286714,1162617,1237817,1248074,1260482,1287681,1199669,1210671,1260218,1217364,1199476,1227341,1301833,1415428,..,..,2076831,2302313,2543820,2829787,3023321,..,3569473,3942829,4165580,4560905,4899652,5071878,5277868,5253670,5359019,5567807,5705343,5901996,6042936,6138518,6563376,6940864,7219935,7216319,7656055
"Primary education, pupils",Myanmar,..,..,..,..,..,..,..,..,..,..,..,3177739,3198670,3300153,3358693,..,3475749,3564473,3711464,3837800,3968300,4148342,4405947,4537790,4638735,4615888,4710616,5009850,5046471,5202508,4848158,5384539,5869297,5919339,5896026,5530502,5413752,5136152,..,4732947,4857955,4781543,4778851,4889325,4932646,4948198,4969445,5013582,5109630,5094623,5125942,..,..,..,5177276,..,5321524,5388349,5299765,..,..,..,..
"Primary education, pupils",Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294985,308802,311645,307407,314105,341701,349167,352900,367669,368222,373276,379891,386446,383267,389434,397459,404783,408912,403412,404198,402529,409508,407402,406920,406535,408804,415454,425242,430036,443249,454847,476360,490719,507120,516519,533290,545489
"Primary education, pupils",Nauru,..,..,..,..,..,..,..,..,..,..,..,1118,1315,1330,1392,..,..,..,..,..,..,..,..,..,..,1451,..,..,..,..,..,..,..,..,..,..,..,..,1663,..,1589,1618,1566,1375,1529,1812,1393,1235,1254,..,..,..,1304,..,1578,1508,1808,..,..,1856,1475,..,1896
"Primary education, pupils",Nepal,..,..,..,..,..,..,..,..,..,..,389825,..,393269,418155,470365,542524,643835,769049,875494,1012530,1067912,1388001,1474698,1626437,1747857,1812098,1857658,1952504,2108739,2526147,2788644,2884275,3034710,3091684,3191614,3263050,3447607,3460756,..,3587665,3780314,3623150,3853618,3928684,4025692,4030045,4502697,4515059,4418713,4782313,4900663,4951956,4782885,4576693,4401780,4335355,4135253,3970016,..,3970016,3522177,3455710.5,3485293.25
"Primary education, pupils",Netherlands,..,..,..,..,..,..,..,..,..,..,..,1462376,1464484,1461544,1454971,1448177,1453467,1448084,1434705,1413277,1379866,1333342,1269868,1201512,1139955,1094980,1109590,1096868,1092707,1086208,1082081,1082022,1040158,1046192,1172534,1189112,1207896,1230987,1254247,1268093,1278581,1282041,1287069,1290625,1283014,1277990,1277478,1280571,1285543,1290029,1294015,1291665,1277199,..,..,1208038,1192268,1181893,1175018,1170170,1161942,1154994,..
"Primary education, pupils",New Caledonia,..,..,..,..,..,..,..,..,..,..,21632,23050,23467,24220,24844,24943,25834,25633,26784,26484,26630,26779,26513,24434,24410,22517,22237,22366,22818,23052,22958,22325,21865,22080,22308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",New Zealand,..,..,..,..,..,..,..,..,..,..,400445,396878,394199,391467,388996,391399,393695,394517,393536,390221,381262,367986,359011,346797,337956,329337,320373,317470,312998,312773,318568,316107,317286,322984,331666,345236,348098,357569,362413,360621,359555,355532,354421,356442,353062,352845,350810,349080,348160,347674,348492,347349,347594,353285,360206,368306,377073,384251,388279,387996,387103,384843,..
"Primary education, pupils",Nicaragua,..,..,..,..,..,..,..,..,..,..,285285,301580,305690,318887,324579,341533,362103,368284,369640,411515,472167,..,509240,536656,534317,561551,556684,583725,599957,595612,632882,674045,703854,737476,765972,764587,762712,777917,783090,830206,838437,868070,923391,927217,941957,945089,966206,952964,944341,..,923745,924188,902790,880601,875753,853615,887739,902565,887207,883822,881470,881470,872148
"Primary education, pupils",Niger,..,..,..,..,..,..,..,..,..,..,..,88594,94509,100892,110437,120984,142182,159515,176397,187251,209865,228855,236183,241929,249926,251420,275902,293512,300964,324760,344623,368732,370117,386056,410929,426929,440622,464267,482065,529806,579486,656589,760987,857592,980033,1064056,1126073,1235065,1389194,1554102,1726452,1910166,2050656,2166268,2277021,2444979,2611352,2768305,2599390,2666748,2895653,2806023,..
"Primary education, pupils",Nigeria,..,..,..,..,..,..,..,..,..,..,3515827,3894539,4391197,4662400,..,..,4889857,6165547,8100324,9867961,10798550,12117483,13760030,14311608,14654798,14383487,13025287,12914870,12690798,12721087,13607249,13776854,14805937,15870280,16190947,15741078,14078473,..,..,17907008,19151442,19041224,19806082,20600796,21395510,22115432,22861884,21513996,20008142,20957642,21558460,23668904,24822374,26167544,25801196,25442536,25591180,24543722,27889388,28078436,30100084,30455582,..
"Primary education, pupils",North Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134260,133744,133707,134597,133044,131501,129633,126606,123661,121109,116635,113362,110149,105045,100911,115082,112477,110759,..,107278,109945,108254,108827,..,109121,109818,108483,108399,108163,..
"Primary education, pupils",Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary education, pupils",Norway,..,..,..,..,..,..,..,..,..,..,..,385628,386496,375004,380728,386559,390129,396194,396672,396132,394510,390186,383599,372705,361581,347316,335373,325577,317228,312384,310600,309432,308516,307461,309889,314062,320752,330619,401652,411878,419805,426475,429445,432618,432345,429652,429680,430747,429585,426769,424052,423333,423351,424993,425917,430864,438387,444638,447355,448655,446218,443967,..
"Primary education, pupils",Oman,..,..,..,..,..,..,..,..,..,..,..,3478,15332,24411,35290,48649,54611,62630,70751,78136,83703,91895,102011,117295,135815,156947,177541,197735,215416,232181,247128,262989,277370,289911,297209,301999,307050,311955,313516,315557,315976,316889,316633,314064,..,312121,303345,294927,289717,302037,..,295581,299471,320324,337038,350544,368141,384001,278745,290045,303890,310336,330649
"Primary education, pupils",Pakistan,..,..,..,..,..,..,..,..,..,..,..,3992834,4119577,4460497,4813134,4988873,5236203,5527860,5015479,5131360,5213092,5473578,5741490,6179400,6412000,6828000,7094059,7638781,7958529,8272550,8614857,..,..,..,..,..,..,..,..,..,13987198,14204954,14489107,15093960,16207286,17257948,16687658,17979190,18175800,18468096,18756348,18050718,18119160,18150234,19431564,19846822,21550582,21686452,22931304,23587996,..,24276648,..
"Primary education, pupils",Palau,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1901,1942,..,..,1985,1855,1805,1657,1544,..,..,..,..,..,1654,1639,..,..,..,..,..,1523,1564,..
"Primary education, pupils",Panama,..,..,..,..,..,..,..,..,..,..,255287,287565,305651,319124,328460,334607,339034,340515,343455,340222,337522,335239,336740,335651,339101,340135,343616,346137,345202,350277,351021,350104,353154,357402,358367,361877,371250,..,..,393030,400408,408249,419904,419903,429837,430152,436945,446176,445107,440627,439746,439698,437277,435973,426637,417556,408961,418852,441755,421965,431959,465799,472860
"Primary education, pupils",Papua New Guinea,..,..,..,..,..,..,..,..,..,..,191083,195859,204218,218167,229527,238267,250715,253987,263171,277854,299823,300536,313790,..,349889,..,373759,384367,397463,417818,415195,422348,443552,478040,505153,516797,525962,538730,580623,..,559817,520846,514735,496616,508333,531759,532250,..,600557,..,..,..,1132119,..,..,..,1275085,..,1394208,..,..,..,..
"Primary education, pupils",Paraguay,..,..,..,..,..,..,..,..,..,..,424179,436857,440151,451530,454986,452249,467552,478584,493231,504377,518968,530083,539889,549637,559080,570775,579687,600166,627190,656877,687331,720983,749336,798981,835089,862940,895777,905813,958734,951481,966476,966548,962661,935722,930918,933995,914138,894422,872906,852168,839291,820437,838198,790701,772090,727319,727363,..,..,670193,691877,700905,714963
"Primary education, pupils",Peru,..,..,..,..,..,..,..,..,..,..,2341068,2427467,2509182,2641227,2741060,2840625,2961252,3019624,3093017,3117055,3161375,3251807,3412769,3427840,3484979,3711592,3600316,3663055,3727463,3793601,3855282,3857465,3824660,3913601,4031359,4131085,4159935,4163180,4299407,4349594,4338080,4317368,4283046,4200489,4133386,4077361,4026316,3993965,3854764,3787409,3762681,3671207,3478689,3545103,3495614,3513439,3576943,3544359,3592865,3715130,3841744,3834938,3819011
"Primary education, pupils",Philippines,..,..,..,..,..,..,..,..,..,..,..,6968978,7001970,7022709,7209039,7429249,7597279,7808158,7861641,8178609,8112536,8506072,8518283,8591267,8717469,8793763,8925959,9204168,9601322,9972571,10284861,10427077,10517932,10674073,10731453,10910876,11541570,11847794,12225038,12502524,12707788,12759918,12826218,12970635,13017973,13083744,13006648,13145210,13411286,13686643,..,..,..,..,14460377,14453060,14293635,14039867,13418841,13195088,13214472,12529116,12728441
"Primary education, pupils",Poland,..,..,..,..,..,..,..,..,..,..,..,3860758,3675922,3516830,3374714,3245444,3162521,3102439,3075744,3078165,3115680,3190141,3309179,3439491,3566695,3678458,3771617,3854629,3915213,3920816,3928427,3957145,3976740,4026899,3973296,3841339,3740380,3674692,3579857,3433762,3318722,3221253,3105262,2983070,2855692,2723661,2602020,2484820,2375205,2294369,2234937,2191659,2187172,2160861,2152655,..,..,2296529,2277483,2312509,1333675,1499410,..
"Primary education, pupils",Portugal,..,..,..,..,..,..,..,..,..,..,..,1146156,1161241,1172186,1187909,1179200,1204567,1207902,1220123,1221191,1233511,1240307,1223127,1221539,1203119,1274887,1235312,1234293,1192032,..,1078516,1019794,1004848,952941,929471,896681,867253,..,832696,815231,810996,801545,769910,767872,758476,752739,750493,753646,754142,743662,733515,720740,703525,693045,674038,656727,638883,629804,621660,612700,601972,583173,..
"Primary education, pupils",Puerto Rico,..,..,..,..,..,..,..,..,..,..,..,472742,475706,471992,462034,438800,429503,440163,..,..,..,..,497830,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,303833,299746,269885,268460,263734,258958,250579,227548,..,208544,..,..,..,..
"Primary education, pupils",Qatar,..,..,..,..,..,..,..,..,..,..,..,15025,17511,19182,20237,22287,23615,25266,26065,27031,28472,30078,32618,34805,35920,37967,40636,42502,45367,48097,49657,48650,48785,49059,52016,52130,53631,55636,59912,60989,61067,62465,64255,66473,65351,69991,70927,75451,78123,84645,88723,94985,101424,106801,117454,130464,139194,146418,153908,159109,163661,163290,166747
"Primary education, pupils",Romania,..,..,..,..,..,..,..,..,..,..,..,1399856,1337599,1246699,1282257,..,..,..,..,..,..,1525426,..,..,..,..,1538012,1525282,1495026,1446881,1378976,1253480,1211239,1201229,1237655,1335973,1391951,1405308,1373079,1284507,1189058,1090172,1028697,990807,1005533,970295,938095,917829,865175,855707,842238,825962,807047,..,..,947205,939147,928245,947931,931419,904077,876906,..
"Primary education, pupils",Russian Federation,..,..,..,..,..,..,..,..,..,..,..,7580000,7093000,6692000,6298000,5965000,5736000,5608000,5631000,5771000,5961000,6009000,6151000,6241000,6338000,6464000,6579000,6833000,7008000,7117000,7282000,7596000,7738000,7797000,7738000,7849000,7880000,7672000,7250000,6742624,6138300,5702348,5554607,5416925,..,5308605,5164735,5010284,4968710,5015307,..,5318323,5514819,5651730,5725528,5982572,6198783,6573633,6927980,7123403,..,..,..
"Primary education, pupils",Rwanda,..,..,..,..,..,..,..,..,..,..,..,419059,404357,399450,397752,386719,401521,434150,463442,515712,559291,615282,647025,645188,658877,681639,721844,783311,844322,899811,928143,970209,1027622,..,..,..,..,1154768,1270733,1288669,1431657,1475572,1534510,1636563,1752588,1857841,2019991,2150430,2190270,2264672,2299326,2341146,2394674,2402164,2399439,2450705,2546263,2540374,2503705,2512465,..,2729116,2742551
"Primary education, pupils",Samoa,..,..,..,..,..,..,..,..,..,..,24462,24976,25761,27408,..,28492,28677,29017,28955,29249,28388,27675,26973,26939,..,..,26921,..,..,..,..,..,..,..,26681,27196,27011,27317,27439,27297,28026,29203,30530,31059,31175,30964,30516,30193,..,29663,30871,29860,29869,..,31350,31998,32629,32950,33123,33841,33950,35400,35334
